nombre_de_la_suscripcion,id_de_la_suscripcion,grupo_de_recursos,nombre_de_la_VM
OXZSUB-WEBPORTALS-NPROD,4ed8f462-19cf-4f68-9ccf-7d0999396d95,OXZRGVISQ02,OXVISQA01
OXZSUB-WEBPORTALS-NPROD,4ed8f462-19cf-4f68-9ccf-7d0999396d95,OXZRGWLDEV,FCOWLDES02
OXZSUB-WEBPORTALS-NPROD,4ed8f462-19cf-4f68-9ccf-7d0999396d95,OXZRGWLDEV,FCOWLDES05
OXZSUB-WEBPORTALS-NPROD,4ed8f462-19cf-4f68-9ccf-7d0999396d95,OXZRGWLDEV,FCOWLDES06
OXZSUB-WEBPORTALS-NPROD,4ed8f462-19cf-4f68-9ccf-7d0999396d95,OXZRGWLDEV,FCOWLDES07
OXZSUB-WEBPORTALS-NPROD,4ed8f462-19cf-4f68-9ccf-7d0999396d95,OXZRGWLDEV,FCOWLDES09
OXZSUB-WEBPORTALS-NPROD,4ed8f462-19cf-4f68-9ccf-7d0999396d95,OXZRGWLDEV,oxfcwpdes1-c
OXZSUB-WEBPORTALS-NPROD,4ed8f462-19cf-4f68-9ccf-7d0999396d95,OXZRGWLQA,fcoresgqa
OXZSUB-WEBPORTALS-NPROD,4ed8f462-19cf-4f68-9ccf-7d0999396d95,OXZRGWLQA,fcoresgqa01
OXZSUB-WEBPORTALS-NPROD,4ed8f462-19cf-4f68-9ccf-7d0999396d95,OXZRGWLQA,FCOWLQ02
OXZSUB-WEBPORTALS-NPROD,4ed8f462-19cf-4f68-9ccf-7d0999396d95,OXZRGWLQA,FCOWLQ03
OXZSUB-WEBPORTALS-NPROD,4ed8f462-19cf-4f68-9ccf-7d0999396d95,OXZRGWLQA,FCOWLQ05
OXZSUB-WEBPORTALS-NPROD,4ed8f462-19cf-4f68-9ccf-7d0999396d95,OXZRGWLQA,FCOWLQ06
OXZSUB-WEBPORTALS-NPROD,4ed8f462-19cf-4f68-9ccf-7d0999396d95,OXZRGWLQA,FCOWLQ07
OXZSUB-WEBPORTALS-NPROD,4ed8f462-19cf-4f68-9ccf-7d0999396d95,OXZRGWLQA,FCOWLQ09
OXZSUB-COMMON_SERVICES-NPRD,4650ff96-3375-4339-9e2b-b059e067f0a7,OXZRCTMQ01,OXZVMCTMAPPQ01
OXZSUB-COMMON_SERVICES-NPRD,4650ff96-3375-4339-9e2b-b059e067f0a7,OXZRGIDMQ01,OXVIDMD5
Bara,cd420576-758a-4dee-b96f-e41fe291cc17,BARA-VM_GROUP,Bara-VM
Bara,cd420576-758a-4dee-b96f-e41fe291cc17,BARA-VM_GROUP,OXZVMBARAPLAP01
Bara,cd420576-758a-4dee-b96f-e41fe291cc17,BARA-VM_GROUP,OXZVMBARAPLAP03
Bara,cd420576-758a-4dee-b96f-e41fe291cc17,BARA-VM_GROUP,OXZVMBARAPLAP04
Bara,cd420576-758a-4dee-b96f-e41fe291cc17,BARA-VM_GROUP_QA,Bara-VM-QA
Bara,cd420576-758a-4dee-b96f-e41fe291cc17,BAZRGEDSERVP01,BAZVMPBIPLBD01
OXZSUB-NETWORKING-PRD,69c4dfc2-84a9-466e-ab87-f915ea224b5d,OXZRGDUMP01,OXZVMDUMPLAP01
OXZSUB-NETWORKING-PRD,69c4dfc2-84a9-466e-ab87-f915ea224b5d,OXZRGDUMP01,OXZVMDUMPLAP02
OXZSUB-NETWORKING-PRD,69c4dfc2-84a9-466e-ab87-f915ea224b5d,OXZRGDUMP01,OXZVMDUMPLAP05
OXZSUB-NETWORKING-PRD,69c4dfc2-84a9-466e-ab87-f915ea224b5d,OXZRGDUMP01,OXZVMDUMPLAP06
OXZSUB-NETWORKING-PRD,69c4dfc2-84a9-466e-ab87-f915ea224b5d,ARO-INFRA-MCZ5G0YV-OXZAROACMC01,oxzaroacmc01-f6mdd-master-0
OXZSUB-NETWORKING-PRD,69c4dfc2-84a9-466e-ab87-f915ea224b5d,ARO-INFRA-MCZ5G0YV-OXZAROACMC01,oxzaroacmc01-f6mdd-master-1
OXZSUB-NETWORKING-PRD,69c4dfc2-84a9-466e-ab87-f915ea224b5d,ARO-INFRA-MCZ5G0YV-OXZAROACMC01,oxzaroacmc01-f6mdd-master-2
OXZSUB-NETWORKING-PRD,69c4dfc2-84a9-466e-ab87-f915ea224b5d,ARO-INFRA-MCZ5G0YV-OXZAROACMC01,oxzaroacmc01-f6mdd-worker-westus31-zc22c
OXZSUB-NETWORKING-PRD,69c4dfc2-84a9-466e-ab87-f915ea224b5d,ARO-INFRA-MCZ5G0YV-OXZAROACMC01,oxzaroacmc01-f6mdd-worker-westus32-jqhw6
OXZSUB-NETWORKING-PRD,69c4dfc2-84a9-466e-ab87-f915ea224b5d,ARO-INFRA-MCZ5G0YV-OXZAROACMC01,oxzaroacmc01-f6mdd-worker-westus33-g6gqn
OXZSUB-NETWORKING-PRD,69c4dfc2-84a9-466e-ab87-f915ea224b5d,OXZRGDUMP01,OXZVMDUMPLAP03
OXZSUB-NETWORKING-PRD,69c4dfc2-84a9-466e-ab87-f915ea224b5d,OXZRGDUMP01,OXZVMDUMPLAP04
OXZSUB-NETWORKING-PRD,69c4dfc2-84a9-466e-ab87-f915ea224b5d,OXZRGDUMP01,OXZVMDUMPLAP07
OXZSUB-NETWORKING-PRD,69c4dfc2-84a9-466e-ab87-f915ea224b5d,OXZRGDUMP01,OXZVMDUMPLAP08
OIZSUB-LATAM-NPRD,dff7b4e1-9130-4ad6-8bbf-5f0c61963071,OCHZRGSCHQ01,OCHZVMSCHWQAP01
OIZSUB-LATAM-NPRD,dff7b4e1-9130-4ad6-8bbf-5f0c61963071,OCZRGSCQ01,OCZVMSCQWAP01
OIZSUB-LATAM-NPRD,dff7b4e1-9130-4ad6-8bbf-5f0c61963071,OIZRGDGQAP01,OXZVMEBSLQAP01
OIZSUB-LATAM-NPRD,dff7b4e1-9130-4ad6-8bbf-5f0c61963071,OIZRGDGQAP01,OXZVMEBSLQAP02
OIZSUB-LATAM-NPRD,dff7b4e1-9130-4ad6-8bbf-5f0c61963071,OIZRGDGQAP01,OXZVMEBSLQDB01
OIZSUB-LATAM-NPRD,dff7b4e1-9130-4ad6-8bbf-5f0c61963071,OIZRGDGQAP01,OXZVMEBSLQDB02
OIZSUB-LATAM-NPRD,dff7b4e1-9130-4ad6-8bbf-5f0c61963071,OIZRGDGQAP01,OXZVMSTGLQDB01
OIZSUB-LATAM-NPRD,dff7b4e1-9130-4ad6-8bbf-5f0c61963071,OIZRGEBSNPRD01,CLOIFEBSNP1
OIZSUB-LATAM-NPRD,dff7b4e1-9130-4ad6-8bbf-5f0c61963071,OIZRGEBSNPRD01,CLOPVEBSAPD01
OIZSUB-LATAM-NPRD,dff7b4e1-9130-4ad6-8bbf-5f0c61963071,OIZRGEBSNPRD01,oifebsbd1
OIZSUB-LATAM-NPRD,dff7b4e1-9130-4ad6-8bbf-5f0c61963071,OIZRGEBSNPRD01,oifebsnp1
OIZSUB-LATAM-NPRD,dff7b4e1-9130-4ad6-8bbf-5f0c61963071,OIZRGEBSNPRD01,oifebsnp2
OIZSUB-LATAM-NPRD,dff7b4e1-9130-4ad6-8bbf-5f0c61963071,OIZRGEBSNPRD01,OIZVMEBSD01
OIZSUB-LATAM-NPRD,dff7b4e1-9130-4ad6-8bbf-5f0c61963071,OIZRGEBSNPRD01,OPVEBSAPD01
OIZSUB-LATAM-NPRD,dff7b4e1-9130-4ad6-8bbf-5f0c61963071,OIZRGEBSNPRD01,OPVEBSAPQ01
OIZSUB-LATAM-NPRD,dff7b4e1-9130-4ad6-8bbf-5f0c61963071,OIZRGEBSNPRD01,OPVEBSAPQ02
OIZSUB-LATAM-NPRD,dff7b4e1-9130-4ad6-8bbf-5f0c61963071,OIZRGFWNPRD01,OXZVMPANPRDLAP01
OIZSUB-LATAM-NPRD,dff7b4e1-9130-4ad6-8bbf-5f0c61963071,OIZRGPORTALSNPRD01,oifcntnp1
OIZSUB-LATAM-NPRD,dff7b4e1-9130-4ad6-8bbf-5f0c61963071,OIZRGPORTALSNPRD01,oifcntnp2
OIZSUB-LATAM-NPRD,dff7b4e1-9130-4ad6-8bbf-5f0c61963071,OIZRGPORTALSNPRD01,oifintnp1
OIZSUB-LATAM-NPRD,dff7b4e1-9130-4ad6-8bbf-5f0c61963071,OIZRGPORTALSNPRD01,oifintq1
OIZSUB-LATAM-NPRD,dff7b4e1-9130-4ad6-8bbf-5f0c61963071,OIZRGPORTALSNPRD01,OIVCNTD1
OIZSUB-LATAM-NPRD,dff7b4e1-9130-4ad6-8bbf-5f0c61963071,OIZRGPORTALSNPRD01,OPVCNTNP1
OIZSUB-LATAM-NPRD,dff7b4e1-9130-4ad6-8bbf-5f0c61963071,OIZRGPORTALSNPRD01,OPVCNTQ1
OIZSUB-LATAM-NPRD,dff7b4e1-9130-4ad6-8bbf-5f0c61963071,OIZRGPORTALSNPRD01,OPVCNTQ2
OIZSUB-LATAM-NPRD,dff7b4e1-9130-4ad6-8bbf-5f0c61963071,OIZRGVYGHAEP01,OIZVMVHELQAP01
OIZSUB-LATAM-NPRD,dff7b4e1-9130-4ad6-8bbf-5f0c61963071,OIZRGVYGHAEP01,OIZVMVHELQAP02
OIZSUB-LATAM-NPRD,dff7b4e1-9130-4ad6-8bbf-5f0c61963071,OIZRGVYGHAEP01,OIZVMVHELQDB01
OIZSUB-LATAM-NPRD,dff7b4e1-9130-4ad6-8bbf-5f0c61963071,OIZRGVYGSQAP01,OIZVMVYGSQAP01
OIZSUB-LATAM-NPRD,dff7b4e1-9130-4ad6-8bbf-5f0c61963071,OIZRGVYRCADB01,OIZVMVYRCADB01
OIZSUB-LATAM-NPRD,dff7b4e1-9130-4ad6-8bbf-5f0c61963071,OIZRGVYRCADB01,OPZVMRRPPJUMP03
OIZSUB-LATAM-NPRD,dff7b4e1-9130-4ad6-8bbf-5f0c61963071,OIZRGVYRDAP01,OIZVMVYRAPPDBD01
OIZSUB-LATAM-NPRD,dff7b4e1-9130-4ad6-8bbf-5f0c61963071,OIZRGVYRQAP01,oizvmneovqap01
OIZSUB-LATAM-NPRD,dff7b4e1-9130-4ad6-8bbf-5f0c61963071,OIZRGVYRQAP01,OIZVMNEOVQAP02
OIZSUB-LATAM-NPRD,dff7b4e1-9130-4ad6-8bbf-5f0c61963071,OIZRGVYRQAP01,OIZVMNEOVQAP03
OIZSUB-LATAM-NPRD,dff7b4e1-9130-4ad6-8bbf-5f0c61963071,OIZRGVYRQAP01,OIZVMNEOVQAP04
OIZSUB-LATAM-NPRD,dff7b4e1-9130-4ad6-8bbf-5f0c61963071,OIZRGVYRQAP01,OIZVMOILQAP01
OIZSUB-LATAM-NPRD,dff7b4e1-9130-4ad6-8bbf-5f0c61963071,OIZRGVYRQAP01,OIZVMOILQDB01
OIZSUB-LATAM-NPRD,dff7b4e1-9130-4ad6-8bbf-5f0c61963071,OIZRGVYSDDB01,OIZVMVYSDDB01
OIZSUB-LATAM-NPRD,dff7b4e1-9130-4ad6-8bbf-5f0c61963071,OIZRGVYSDDB01,OIZVMVYSDDB02
OIZSUB-LATAM-NPRD,dff7b4e1-9130-4ad6-8bbf-5f0c61963071,OIZRGWMOIQ01,OIFINTQ1
OIZSUB-LATAM-NPRD,dff7b4e1-9130-4ad6-8bbf-5f0c61963071,OIZRGWMOIQ01,OPVINTBDQ1
OIZSUB-LATAM-NPRD,dff7b4e1-9130-4ad6-8bbf-5f0c61963071,OPZRGRRPQAP01,OPZVMRRPQWAP01
OIZSUB-LATAM-NPRD,dff7b4e1-9130-4ad6-8bbf-5f0c61963071,OPZRGSPQ01,OPZVMSPWQAP01
OIZSUB-LATAM-NPRD,dff7b4e1-9130-4ad6-8bbf-5f0c61963071,OXZRGCDPQ01,OXZVMCDPQ01
OIZSUB-LATAM-NPRD,dff7b4e1-9130-4ad6-8bbf-5f0c61963071,OXZRGCDPQ01,OXZVMCDPQ02
OIZSUB-LATAM-NPRD,dff7b4e1-9130-4ad6-8bbf-5f0c61963071,OXZRGCDPQ01,OXZVMCDPQ03
OIZSUB-LATAM-NPRD,dff7b4e1-9130-4ad6-8bbf-5f0c61963071,OXZRGCDPQ01,OXZVMCDPQ04
OIZSUB-LATAM-NPRD,dff7b4e1-9130-4ad6-8bbf-5f0c61963071,OXZRGCDPQ01,OXZVMCDPQ05
DevXPOS,51492df7-1f86-45bb-90ff-fc035740d716,XMONITOR,xmondb
OXZSUB-WEBPORTALS-PROD,d6438074-75b7-4109-8c1e-c5dbb461bbf6,OXFCORHBD,oxfcorhbd-c
OXZSUB-WEBPORTALS-PROD,d6438074-75b7-4109-8c1e-c5dbb461bbf6,OXRGAPXP01,oxvapxprd019
OXZSUB-WEBPORTALS-PROD,d6438074-75b7-4109-8c1e-c5dbb461bbf6,OXRGBITP01,FCOIMBITP1
OXZSUB-WEBPORTALS-PROD,d6438074-75b7-4109-8c1e-c5dbb461bbf6,OXZRBPMP01,oxvbpmdbp01
OXZSUB-WEBPORTALS-PROD,d6438074-75b7-4109-8c1e-c5dbb461bbf6,OXZRGALTIP01,OXVALTP01
OXZSUB-WEBPORTALS-PROD,d6438074-75b7-4109-8c1e-c5dbb461bbf6,OXZRGARCHP01,OXVEARCH01
OXZSUB-WEBPORTALS-PROD,d6438074-75b7-4109-8c1e-c5dbb461bbf6,OXZRGFPTLP01,fcptlt05
OXZSUB-WEBPORTALS-PROD,d6438074-75b7-4109-8c1e-c5dbb461bbf6,OXZRGFPTLP01,fcptlt08
OXZSUB-WEBPORTALS-PROD,d6438074-75b7-4109-8c1e-c5dbb461bbf6,OXZRGFPTLP01,fcptlt08-restorevm
OXZSUB-WEBPORTALS-PROD,d6438074-75b7-4109-8c1e-c5dbb461bbf6,OXZRGFPTLP01,FCPTLT11
OXZSUB-WEBPORTALS-PROD,d6438074-75b7-4109-8c1e-c5dbb461bbf6,OXZRGFPTLP01,OXZRGFPTLP01-rescuevm
OXZSUB-WEBPORTALS-PROD,d6438074-75b7-4109-8c1e-c5dbb461bbf6,OXZRGGISPRD,OXZVMGISAPPP05
OXZSUB-WEBPORTALS-PROD,d6438074-75b7-4109-8c1e-c5dbb461bbf6,OXZRGGISPRD,OXZVMGISAPPP06
OXZSUB-WEBPORTALS-PROD,d6438074-75b7-4109-8c1e-c5dbb461bbf6,OXZRGGISPRD,OXZVMGISAPPP07
OXZSUB-WEBPORTALS-PROD,d6438074-75b7-4109-8c1e-c5dbb461bbf6,OXZRGGISPRD,OXZVMGISAPPP08
OXZSUB-WEBPORTALS-PROD,d6438074-75b7-4109-8c1e-c5dbb461bbf6,OXZRGGISPRD,OXZVMGISDBP02
OXZSUB-WEBPORTALS-PROD,d6438074-75b7-4109-8c1e-c5dbb461bbf6,OXZRGIASPRD,OXZVMIASDGP01
OXZSUB-WEBPORTALS-PROD,d6438074-75b7-4109-8c1e-c5dbb461bbf6,OXZRGIMAP01,FCIMAPPRD
OXZSUB-WEBPORTALS-PROD,d6438074-75b7-4109-8c1e-c5dbb461bbf6,OXZRGLASERP01,FCOPTPRD-testing
OXZSUB-WEBPORTALS-PROD,d6438074-75b7-4109-8c1e-c5dbb461bbf6,OXZRGMEXP01,FCIMMEX08
OXZSUB-WEBPORTALS-PROD,d6438074-75b7-4109-8c1e-c5dbb461bbf6,OXZRGMOSP01,FCOATMOS01
OXZSUB-WEBPORTALS-PROD,d6438074-75b7-4109-8c1e-c5dbb461bbf6,OXZRGMTYP01,FCFPMTY01N
OXZSUB-WEBPORTALS-PROD,d6438074-75b7-4109-8c1e-c5dbb461bbf6,OXZRGPCCPAP,OXVCTCP1
OXZSUB-WEBPORTALS-PROD,d6438074-75b7-4109-8c1e-c5dbb461bbf6,OXZRGPDTP01,FCOPDTDB
OXZSUB-WEBPORTALS-PROD,d6438074-75b7-4109-8c1e-c5dbb461bbf6,OXZRGPIEVEP01,oxvctmpp01
OXZSUB-WEBPORTALS-PROD,d6438074-75b7-4109-8c1e-c5dbb461bbf6,OXZRGPIEVEP01,OXVCTMPP1
OXZSUB-WEBPORTALS-PROD,d6438074-75b7-4109-8c1e-c5dbb461bbf6,OXZRGPLANP01,OXPLAP1
OXZSUB-WEBPORTALS-PROD,d6438074-75b7-4109-8c1e-c5dbb461bbf6,OXZRGPLANP01,OXPLAP1-dummy
OXZSUB-WEBPORTALS-PROD,d6438074-75b7-4109-8c1e-c5dbb461bbf6,OXZRGPLANP01,OXPLAP2
OXZSUB-WEBPORTALS-PROD,d6438074-75b7-4109-8c1e-c5dbb461bbf6,OXZRGPLANP01,OXPLAP3
OXZSUB-WEBPORTALS-PROD,d6438074-75b7-4109-8c1e-c5dbb461bbf6,OXZRGPORTLP01,oxvlogp01
OXZSUB-WEBPORTALS-PROD,d6438074-75b7-4109-8c1e-c5dbb461bbf6,OXZRGPORTLP01,OXVLOGP1
OXZSUB-WEBPORTALS-PROD,d6438074-75b7-4109-8c1e-c5dbb461bbf6,OXZRGPORTP01,FCFTPIN
OXZSUB-WEBPORTALS-PROD,d6438074-75b7-4109-8c1e-c5dbb461bbf6,OXZRGPORTP01,OXVCTMPP2
OXZSUB-WEBPORTALS-PROD,d6438074-75b7-4109-8c1e-c5dbb461bbf6,OXZRGPORTP01,OXVWFEP1
OXZSUB-WEBPORTALS-PROD,d6438074-75b7-4109-8c1e-c5dbb461bbf6,OXZRGPORTP01,OXVWFEP1Graph
OXZSUB-WEBPORTALS-PROD,d6438074-75b7-4109-8c1e-c5dbb461bbf6,OXZRGPORTP01,OXZVMORATEMP01
OXZSUB-WEBPORTALS-PROD,d6438074-75b7-4109-8c1e-c5dbb461bbf6,OXZRGPTLP01,OXVCAPAPP01
OXZSUB-WEBPORTALS-PROD,d6438074-75b7-4109-8c1e-c5dbb461bbf6,OXZRGPTLP01,OXVCAPAPP02
OXZSUB-WEBPORTALS-PROD,d6438074-75b7-4109-8c1e-c5dbb461bbf6,OXZRGPTLP01,OXVOHSPP1
OXZSUB-WEBPORTALS-PROD,d6438074-75b7-4109-8c1e-c5dbb461bbf6,OXZRGPTLP01,OXVPMKPP1
OXZSUB-WEBPORTALS-PROD,d6438074-75b7-4109-8c1e-c5dbb461bbf6,OXZRGPTLP01,OXVPMKPP2
OXZSUB-WEBPORTALS-PROD,d6438074-75b7-4109-8c1e-c5dbb461bbf6,OXZRGPTLP01,OXVPTLP1
OXZSUB-WEBPORTALS-PROD,d6438074-75b7-4109-8c1e-c5dbb461bbf6,OXZRGPTLP01,OXVPTLP7
OXZSUB-WEBPORTALS-PROD,d6438074-75b7-4109-8c1e-c5dbb461bbf6,OXZRGPTLP01,OXVPTLP8
OXZSUB-WEBPORTALS-PROD,d6438074-75b7-4109-8c1e-c5dbb461bbf6,OXZRGRESGP01,fcoresgprd
OXZSUB-WEBPORTALS-PROD,d6438074-75b7-4109-8c1e-c5dbb461bbf6,OXZRGRESGP01,fcoresgprd01
OXZSUB-WEBPORTALS-PROD,d6438074-75b7-4109-8c1e-c5dbb461bbf6,OXZRGRIBP01,OXVXPMTY02
OXZSUB-WEBPORTALS-PROD,d6438074-75b7-4109-8c1e-c5dbb461bbf6,OXZRGSELP01,OXZVMSELDBP01
OXZSUB-WEBPORTALS-PROD,d6438074-75b7-4109-8c1e-c5dbb461bbf6,OXZRGTLTP01,OXZVMTLT9PLAP01
OXZSUB-WEBPORTALS-PROD,d6438074-75b7-4109-8c1e-c5dbb461bbf6,OXZRGWFPP01,FCOWFPRD01
OXZSUB-WEBPORTALS-PROD,d6438074-75b7-4109-8c1e-c5dbb461bbf6,OXZRGWFUP01,FCOWFU03V
OXZSUB-WEBPORTALS-PROD,d6438074-75b7-4109-8c1e-c5dbb461bbf6,OXZRGWFUP01,OXVWFPP1
OXZSUB-WEBPORTALS-PROD,d6438074-75b7-4109-8c1e-c5dbb461bbf6,RACKWARE-TEST-RG,rw-tg-vm-2
PROXZSUB-HEALTH-NPRD,3e0cb405-1689-4331-aaae-557b0d5792e7,PRXHZRGIMAD01,PRXHZVMIMADWAP01
OXZSUB-INTEGRACIÓN-PRD,3d52351c-8eaa-40a8-8c8c-dcb76669cafb,ARO-INFRA-M6JNCWPI-OXZAROINTPRD01,oxzarointprd01-8fn4f-master-0
OXZSUB-INTEGRACIÓN-PRD,3d52351c-8eaa-40a8-8c8c-dcb76669cafb,ARO-INFRA-M6JNCWPI-OXZAROINTPRD01,oxzarointprd01-8fn4f-master-1
OXZSUB-INTEGRACIÓN-PRD,3d52351c-8eaa-40a8-8c8c-dcb76669cafb,ARO-INFRA-M6JNCWPI-OXZAROINTPRD01,oxzarointprd01-8fn4f-master-2
OXZSUB-INTEGRACIÓN-PRD,3d52351c-8eaa-40a8-8c8c-dcb76669cafb,ARO-INFRA-M6JNCWPI-OXZAROINTPRD01,oxzarointprd01-8fn4f-worker-southcentralus1-bt5fq
OXZSUB-INTEGRACIÓN-PRD,3d52351c-8eaa-40a8-8c8c-dcb76669cafb,ARO-INFRA-M6JNCWPI-OXZAROINTPRD01,oxzarointprd01-8fn4f-worker-southcentralus2-lvh6h
OXZSUB-INTEGRACIÓN-PRD,3d52351c-8eaa-40a8-8c8c-dcb76669cafb,ARO-INFRA-M6JNCWPI-OXZAROINTPRD01,oxzarointprd01-8fn4f-worker-southcentralus3-nrfdr
OXZSUB-INTEGRACIÓN-PRD,3d52351c-8eaa-40a8-8c8c-dcb76669cafb,OXZRGE2EP01,OXZVME2EAPP01
OXZSUB-INTEGRACIÓN-PRD,3d52351c-8eaa-40a8-8c8c-dcb76669cafb,OXZRGERDDP01,OXZVMERDDAPP01
OXZSUB-INTEGRACIÓN-PRD,3d52351c-8eaa-40a8-8c8c-dcb76669cafb,OXZRGOBSSPKPRD01,OXZVMOBSSPKP01
OXZSUB-INTEGRACIÓN-PRD,3d52351c-8eaa-40a8-8c8c-dcb76669cafb,OXZRGOBSSPKPRD01,OXZVMOBSSPKP02
OXZSUB-CEDIS-NPROD,4e584bd9-4118-4709-85f0-a8d6a326770d,OXZRGARGQ01,OXVARGDLQ1
OXZSUB-CEDIS-NPROD,4e584bd9-4118-4709-85f0-a8d6a326770d,OXZRGCEDAXXOND,OXZVMOWXDAPP01
OXZSUB-CEDIS-NPROD,4e584bd9-4118-4709-85f0-a8d6a326770d,OXZRGCEDAXXOND,OXZVMOWXDAPP02
OXZSUB-CEDIS-NPROD,4e584bd9-4118-4709-85f0-a8d6a326770d,OXZRGCEDAXXOND,OXZVMOWXDBD01
OXZSUB-CEDIS-NPROD,4e584bd9-4118-4709-85f0-a8d6a326770d,OXZRGCEDAXXONQ,OXZVMOWXQAPP01
OXZSUB-CEDIS-NPROD,4e584bd9-4118-4709-85f0-a8d6a326770d,OXZRGCEDAXXONQ,OXZVMOWXQAPP02
OXZSUB-CEDIS-NPROD,4e584bd9-4118-4709-85f0-a8d6a326770d,OXZRGCEDAXXONQ,OXZVMOWXQBD01
OXZSUB-CEDIS-NPROD,4e584bd9-4118-4709-85f0-a8d6a326770d,OXZRGCEDAXXONQ,OXZVMWCSQAP01
OXZSUB-CEDIS-NPROD,4e584bd9-4118-4709-85f0-a8d6a326770d,OXZRGCEDAXXONQ,oxzvmwcsqropa01-test
OXZSUB-CEDIS-NPROD,4e584bd9-4118-4709-85f0-a8d6a326770d,OXZRGCEDQ01,FCOQAVOZ01
OXZSUB-CEDIS-NPROD,4e584bd9-4118-4709-85f0-a8d6a326770d,OXZRGCEDQ01,OXVBDOQ1
OXZSUB-CEDIS-NPROD,4e584bd9-4118-4709-85f0-a8d6a326770d,OXZRGCEDQ01,OXVBDOQ1ResVM
OXZSUB-CEDIS-NPROD,4e584bd9-4118-4709-85f0-a8d6a326770d,OXZRGCEDQ01,OXVVOZQA01
OXZSUB-CEDIS-NPROD,4e584bd9-4118-4709-85f0-a8d6a326770d,OXZRGCESQ03,OXVCESQLQ03
OXZSUB-CEDIS-NPROD,4e584bd9-4118-4709-85f0-a8d6a326770d,OXZRGINFCED01,FCCEMTY05
OXZSUB-CEDIS-NPROD,4e584bd9-4118-4709-85f0-a8d6a326770d,OXZRGMTYQ01,FCCEMTY02
OXZSUB-CEDIS-NPROD,4e584bd9-4118-4709-85f0-a8d6a326770d,OXZRGNUCQ01,OXVWLNUC1
OXZSUB-CEDIS-NPROD,4e584bd9-4118-4709-85f0-a8d6a326770d,OXZRGPVCD01,FCAPXDES
OXZSUB-CEDIS-NPROD,4e584bd9-4118-4709-85f0-a8d6a326770d,OXZRGPVCD01,FCAPXDES01
OXZSUB-CEDIS-NPROD,4e584bd9-4118-4709-85f0-a8d6a326770d,OXZRGPVCD01,FCREPVC01
OXZSUB-CEDIS-NPROD,4e584bd9-4118-4709-85f0-a8d6a326770d,OXZRGPVCD01,FCREPVC01-TMP
OXZSUB-CEDIS-NPROD,4e584bd9-4118-4709-85f0-a8d6a326770d,OXZRGPVCD01,TEMP-Linux-JumpServer
OXZSUB-CEDIS-NPROD,4e584bd9-4118-4709-85f0-a8d6a326770d,OXZRGVNETCEDD01,OXVAUXEGDB1
OXZSUB-CEDIS-NPROD,4e584bd9-4118-4709-85f0-a8d6a326770d,OXZRGWUCQ01,TEMP-SERVER
FranquiciasOI,ead2b283-d489-4608-8ed9-ce27088a887f,OXZFRANQOIPRD01,OXZVMFOIPRDWAP3
FranquiciasOI,ead2b283-d489-4608-8ed9-ce27088a887f,OXZFRANQOIPRD01,OXZVMFOIPRDWAP5
FranquiciasOI,ead2b283-d489-4608-8ed9-ce27088a887f,OXZFRANQOIPRD03,oxzvmfoiprdwnva01
FranquiciasOI,ead2b283-d489-4608-8ed9-ce27088a887f,OXZFRANQOIPRD03,oxzvmfoiprdwnva02
OXZSUB-IMA-NPRD,10de32f4-c86a-484e-95ad-8877b15d351f,OXZRGBIOQ01,FCCASUBI02
OXZSUB-IMA-NPRD,10de32f4-c86a-484e-95ad-8877b15d351f,OXZRGELFD01,OXVELFD01
OXZSUB-IMA-NPRD,10de32f4-c86a-484e-95ad-8877b15d351f,PRXZRGIMADED,PRXZVMIMADEDWAP01
OXZSUB-SANDBOX,27004a2a-a174-4b5b-92fd-872c09afb98b,OTZRG-DOMAIN_CONTROLLERS-TEST,OTZVM-DC-TEST-A
